SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,21101 White Fir Ct,Cupertino,CA,95014,1295000,3,2.0,Cupertino,1202,1931,1971,11,1077,491,Active,,,https://www.redfin.com/CA/Cupertino/21101-White-Fir-Ct-95014/home/1632019,San Francisco MLS,425001739,N,Y,37.313885,-122.043384
MLS Listing,,Townhouse,19960 Brenda Ct,Cupertino,CA,95014,1448000,2,2.5,CUPERTINO,1343,1556,1978,13,1078,425,Active,,,https://www.redfin.com/CA/Cupertino/19960-Brenda-Ct-95014/home/1359103,MLSListings,ML81988951,N,Y,37.3217966,-122.0225573
MLS Listing,,Condo/Co-op,21402 Dana Point Ln #45,Cupertino,CA,95014,1987990,3,3.0,CUPERTINO,1596,,2024,31,1246,440,Active,,,https://www.redfin.com/CA/Cupertino/21402-Dana-Point-Ln-95014/unit-45/home/193991937,MLSListings,ML81988842,N,Y,37.32374,-122.048081
MLS Listing,,Single Family Residential,22528 Stevens Creek Blvd,Cupertino,CA,95014,3148888,4,4.0,CUPERTINO,2501,1760,2024,80,1259,430,Active,,,https://www.redfin.com/CA/Cupertino/22528-Stevens-Creek-Blvd-95014/home/186477053,MLSListings,ML81985536,N,Y,37.321771,-122.069252
MLS Listing,,Single Family Residential,22532 Stevens Creek Blvd,Cupertino,CA,95014,3148888,4,4.0,CUPERTINO,2501,1760,2024,80,1259,430,Active,,,https://www.redfin.com/CA/Cupertino/22532-Stevens-Creek-Blvd-95014/home/186477052,MLSListings,ML81985532,N,Y,37.321772,-122.069372
MLS Listing,,Single Family Residential,21672 Granada Ave,Cupertino,CA,95014,3999888,1,1.0,CUPERTINO,2113,5000,2003,110,1893,,Active,,,https://www.redfin.com/CA/Cupertino/21672-Granada-Ave-95014/home/63885819,MLSListings,ML81982326,N,Y,37.3215192,-122.0536257
MLS Listing,,Multi-Family (2-4 Unit),1656 Queen Charlotte Dr,Sunnyvale,CA,94087,1999000,8,4.0,SUNNYVALE,3446,6426,1962,112,580,,Active,,,https://www.redfin.com/CA/Sunnyvale/1656-Queen-Charlotte-Dr-94087/home/726468,MLSListings,ML81982148,N,Y,37.338434,-122.0371201
MLS Listing,,Other,00 Cleo,Cupertino,CA,95014,3500000,,,CUPERTINO,,9583,,135,,,Active,,,https://www.redfin.com/CA/Cupertino/Cleo-Ave-95014/home/55113423,MLSListings,ML81979525,N,Y,37.302078,-122.032638
New Construction Home,,Townhouse,21401 Dana Point Ln,Cupertino,CA,95014,2606990,4,3.5,Cupertino,2075,,2025,11,1256,,Active,,,https://www.redfin.com/CA/Cupertino/21401-Dana-Point-Ln-95014/home/192649611,Zillow,BF2415394F5B,N,Y,37.3238882,-122.0480114
New Construction Home,,Townhouse,21408 Dana Point Ln,Cupertino,CA,95014,2557990,4,3.5,Cupertino,1933,,2024,30,1323,,Active,,,https://www.redfin.com/CA/Cupertino/21408-Dana-Point-Ln-95014/home/192649628,Zillow,D39503E2FE61,N,Y,37.323738,-122.048275
New Construction Home,,Townhouse,21402 Dana Point Ln,Cupertino,CA,95014,1987990,3,3.0,Cupertino,1596,,2024,30,1246,,Active,,,https://www.redfin.com/CA/Cupertino/21402-Dana-Point-Ln-95014/home/192649625,Zillow,F4E4FD30D78D,N,Y,37.32374,-122.048081
New Construction Plan,,Single Family Residential,Meridian at McClellan Unit 4 Plan,Cupertino,CA,95014,5230000,5,4.5,Cupertino,3570,,,194,1465,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Meridian-at-McClellan-Unit-4/home/191539073,Zillow,D9A9606D845B,N,Y,37.3154034,-122.03898
New Construction Plan,,Single Family Residential,Meridian at McClellan Unit 5 Plan,Cupertino,CA,95014,5450000,5,4.0,Cupertino,3887,,,194,1402,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Meridian-at-McClellan-Unit-5/home/191539072,Zillow,76DF4456483A,N,Y,37.3154034,-122.03898
New Construction Plan,,Single Family Residential,Meridian at McClellan Unit 3 Plan,Cupertino,CA,95014,5230000,5,4.5,Cupertino,3570,,,194,1465,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Meridian-at-McClellan-Unit-3/home/191539046,Zillow,3D36D690C914,N,Y,37.3154034,-122.03898
New Construction Plan,,Single Family Residential,Meridian at McClellan Unit 6 Plan,Cupertino,CA,95014,5700000,5,5.0,Cupertino,4170,,,194,1367,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Meridian-at-McClellan-Unit-6/home/191539039,Zillow,787B07DB9680,N,Y,37.3154034,-122.03898
New Construction Plan,,Single Family Residential,Meridian at McClellan Unit 1 Plan,Cupertino,CA,95014,5100000,5,4.5,Cupertino,3867,,,194,1319,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Meridian-at-McClellan-Unit-1/home/191539034,Zillow,1C9FC2E99811,N,Y,37.3154034,-122.03898
New Construction Plan,,Single Family Residential,Meridian at McClellan Unit 2 Plan,Cupertino,CA,95014,5200000,5,4.5,Cupertino,3570,,,194,1457,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Meridian-at-McClellan-Unit-2/home/191538984,Zillow,AC6CE7BA9B55,N,Y,37.3154034,-122.03898
New Construction Plan,,Townhouse,Plan TB Plan,Cupertino,CA,95014,2557990,4,3.5,Cupertino,1933,,,410,1323,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Plan-TB/home/188178485,Zillow,CD1C438B0990,N,Y,37.3239705,-122.0489078
New Construction Plan,,Townhouse,Plan TD Plan,Cupertino,CA,95014,2606990,4,3.5,Cupertino,2075,,,439,1256,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Plan-TD/home/188331435,Zillow,2EDCE7D5188F,N,Y,37.3239705,-122.0489078
New Construction Plan,,Townhouse,Plan TC Plan,Cupertino,CA,95014,1987990,3,3.0,Cupertino,1596,,,439,1246,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Plan-TC/home/188303033,Zillow,DB393533D59F,N,Y,37.3239705,-122.0489078
New Construction Plan,,Townhouse,Plan TA Plan,Cupertino,CA,95014,2606990,4,3.5,Cupertino,2091,,,439,1247,,Active,,,https://www.redfin.com/CA/Cupertino/Cupertino/Plan-TA/home/188178383,Zillow,5D35585447E5,N,Y,37.3239705,-122.0489078
