Townhouse,Plan TD Plan,Cupertino,CA,95014,2606990,4,3.5,Cupertino,2075,,
Single Family Residential,1189 Virginia Ave,Redwood City,CA,94061,1999000,3,2.0,REDWOOD CITY,1460,6000,1949
Condo/Co-op,2G Plan,Sunnyvale,CA,94086,1624995,2,2.5,Sunnyvale,2322,,
Single Family Residential,30793 Vallejo St,Union City,CA,94587,3995000,3,2.0,UNION CITY,1441,52272,1927
Single Family Residential,3238 LaNelle Pl,San Jose,CA,95124,3310000,4,4.5,SAN JOSE,3200,4507,2024
Condo/Co-op,1450 Franklin St #602,San Francisco,CA,94109,1450000,2,2.0,SF District 8,1338,12318,2017
Single Family Residential,4850 Snow Dr,San Jose,CA,95111,999000,3,2.0,San Jose,990,5500,1962
Condo/Co-op,1487 Tierra Buena Dr,San Jose,CA,95121,629950,2,1.5,SAN JOSE,988,,1970
Multi-Family (2-4 Unit),6471 Bollinger Rd,Cupertino,CA,95014,1850000,5,2.0,CUPERTINO,1989,8241,1962
Condo/Co-op,Asra Plan,Milpitas,CA,95035,1256995,2,2.5,Milpitas,1271,,
Vacant Land,0-250 Heacox Rd,Woodside,CA,94062,759845,,,WOODSIDE,,130680,
Single Family Residential,310 Colon Ave,San Francisco,CA,94127,1895000,3,2.0,SF District 4,1555,5000,1925
Condo/Co-op,308 Torrey Pine Ter,Sunnyvale,CA,94086,1699995,3,2.5,Sunnyvale,1964,,2024
Single Family Residential,777 Newell Rd,Palo Alto,CA,94303,2998000,3,2.0,PALO ALTO,1816,7188,1959
Condo/Co-op,986 South Van Ness Ave #403,San Francisco,CA,94110,899000,2,1.0,SF District 9,,5222,
Mobile/Manufactured Home,433 Sylvan Ave #84,Mountain View,CA,94041,349900,2,2.0,MOUNTAIN VIEW,1456,,1992
Single Family Residential,7041 Polvadero Dr,San Jose,CA,95119,1298000,3,2.0,SAN JOSE,1286,6600,1971
Single Family Residential,3068 Reynolds Ct,Fremont,CA,94536,1600000,4,2.5,BROOKVALE,1980,4449,1972
Single Family Residential,1141 Valley Quail Cir,San Jose,CA,95120,3649888,5,3.0,SJOS - San Jose,3207,9468,1985
Condo/Co-op,3649 California St,San Francisco,CA,94118,1250000,1,1.0,SF District 1,1055,5362,
Multi-Family (5+ Unit),430 Monte Diablo Ave,San Mateo,CA,94401,3250000,,,San Mateo,5400,5720,1955
Mobile/Manufactured Home,1225 Vienna Dr #725,Sunnyvale,CA,94089,319900,2,3.0,SUNNYVALE,1560,,2022
Single Family Residential,40431 Blanchard St,Fremont,CA,94538,1599000,3,1.0,IRVINGTON,1350,5000,1954
Townhouse,5835 Central Ave,Newark,CA,94560,950000,3,2.5,CENTRAL NEWARK,1447,1875,1982
Single Family Residential,167 Somerset St,San Francisco,CA,94134,1680000,4,4.0,SF District 10,2735,2996,1929
Multi-Family (2-4 Unit),571 36th Ave,San Francisco,CA,94121,1435000,4,4.0,SF District 1,2900,2996,1960
Mobile/Manufactured Home,394 Chateau La Salle Dr #394,San Jose,CA,95111,369995,2,2.0,Not Listed,1344,,
Single Family Residential,35978 Green St,Union City,CA,94587,1895000,4,2.5,Not Listed,2250,4513,2006
Single Family Residential,38 Bel Aire Rd,San Mateo,CA,94402,3995000,4,4.5,SAN MATEO,3203,7477,2024
Condo/Co-op,308 Torrey Pine Ter #304,Sunnyvale,CA,94086,1399995,2,2.0,Sunnyvale,1466,,2024
Single Family Residential,1253 Manzano Way,Sunnyvale,CA,94089,1598000,3,2.0,SUNNYVALE,1108,5500,1955
Single Family Residential,2118 47th Ave,San Francisco,CA,94116,1295000,3,2.0,SF District 2,1997,2996,1939
Condo/Co-op,480 Dempsey Rd #283,Milpitas,CA,95035,472000,1,1.0,MILPITAS,676,676,1977
Condo/Co-op,6249 Blauer Ln,San Jose,CA,95135,799900,2,2.0,SAN JOSE,1340,,1974
Single Family Residential,3361 Granada Ct,Santa Clara,CA,95051,1899000,3,2.0,Santa Clara,1166,5904,1954
Condo/Co-op,2201 Vista Del Mar,San Mateo,CA,94404,798000,2,1.0,SAN MATEO,1011,,1986
Condo/Co-op,Wilcox Plan,Sunnyvale,CA,94086,1584995,2,2.5,Sunnyvale,1658,,
Condo/Co-op,2701 Lone Bluff Way #18,San Jose,CA,95111,590000,2,1.5,SAN JOSE,867,462,1983
Condo/Co-op,1853 Almaden Rd #313,San Jose,CA,95125,709800,2,2.0,SAN JOSE,938,,2024
Townhouse,346 S Willard Ave,San Jose,CA,95126,599888,2,2.5,SAN JOSE,1024,,1985
Multi-Family (2-4 Unit),816 Opal Dr,San Jose,CA,95117,1800000,7,4.0,SAN JOSE,2686,7359,1960
Single Family Residential,1700 Waverley St,Palo Alto,CA,94301,29880000,5,6.5,PALO ALTO,7178,12473,2022
Townhouse,102 Harbor Seal,San Mateo,CA,94404,1498000,3,2.5,SAN MATEO,2100,,1979
Condo/Co-op,1147 Milan Ter #4,Sunnyvale,CA,94089,1932225,3,3.5,SUNNYVALE,1844,,2024
Townhouse,739 Santa Cecilia Ter,Sunnyvale,CA,94085,1899000,4,3.5,SUNNYVALE,2333,997,2021
Multi-Family (5+ Unit),420 S 7th St,San Jose,CA,95112,1870000,11,6.0,SAN JOSE,4122,6210,1959
Multi-Family (2-4 Unit),5847 El Dori Dr,San Jose,CA,95123,1500000,5,4.0,SAN JOSE,2414,6893,1969
Townhouse,Plan 1 Plan,Palo Alto,CA,94303,1720000,3,3.0,Palo Alto,1436,,
Condo/Co-op,509 Casselino Dr,San Jose,CA,95136,1185000,3,2.5,SAN JOSE,1721,,2004
Mobile/Manufactured Home,1225 Vienna Dr #43,Sunnyvale,CA,94089,299000,3,2.0,SUNNYVALE,1738,,1998
Multi-Family (2-4 Unit),3535 Webster St,San Francisco,CA,94123,3650000,6,3.0,SAN FRANCISCO,4014,2500,1931
Condo/Co-op,181 Fremont St Unit 68B,San Francisco,CA,94105,12995000,2,2.5,SF District 9,3256,,2018
Vacant Land,0000 Bartlett Way,Belmont,CA,94002,375000,,,BELMONT,,66298,
Condo/Co-op,461 2nd St Unit 228C,San Francisco,CA,94107,1000000,1,1.0,SF District 9,1079,,1907
Single Family Residential,4449 Borina Dr,San Jose,CA,95129,1990000,3,2.0,SAN JOSE,1236,5663,1956
Multi-Family (5+ Unit),3850 Smith St,Union City,CA,94587,999000,,,UNION CITY,2503,4927,1890
Townhouse,4647 Granada Way,Union City,CA,94587,799000,3,1.0,Union City,1155,1520,1972
Condo/Co-op,10 CRYSTAL SPRINGS Rd #1202,San Mateo,CA,94402,1438000,2,2.0,San Mateo,1377,,2008
Single Family Residential,907 Elizabeth St,Alviso,CA,95002,1150000,2,2.0,ALVISO,1150,7405,1925
Condo/Co-op,37466 Parish Cir Unit 19H,Fremont,CA,94536,639900,2,2.0,FREMONT,942,,1989
Single Family Residential,2905 Warburton Ave,Santa Clara,CA,95051,1698800,4,2.0,SANTA CLARA,1596,5500,1956
Single Family Residential,1467 Medallion Dr,San Jose,CA,95120,2500000,4,2.5,SAN JOSE,2252,8015,1971
Multi-Family (2-4 Unit),719 -721 Anza St,San Francisco,CA,94118,2020000,4,2.0,San Francisco,2500,1482,1941
Townhouse,3558 Sequoia Cmn,Fremont,CA,94536,544841,3,2.5,SEQUOIA CROSSING,1519,1132,2005
Condo/Co-op,1995 Barrymore Cmn Unit H,Fremont,CA,94538,585000,2,1.0,Fremont Villas,882,225193,1981
Mobile/Manufactured Home,1111 Morse Ave #200,Sunnyvale,CA,94089,221760,2,2.0,Not Listed,1440,,
Condo/Co-op,1068 Bigleaf Pl #402,San Jose,CA,95131,1250000,3,2.5,SAN JOSE,1850,,2016
Multi-Family (2-4 Unit),5670 Via Monte Dr,San Jose,CA,95118,1675000,8,6.0,SAN JOSE,3364,7440,1963
Townhouse,43354 Banda Ter,Fremont,CA,94539,1588000,3,2.5,ANTELOPE HILLS,1768,1745,1985
Condo/Co-op,Stone Plan,Milpitas,CA,95035,1680995,4,3.5,Milpitas,2181,,
Condo/Co-op,201 N 6th St,San Jose,CA,95112,789000,2,2.5,SAN JOSE,1032,,1983
Condo/Co-op,39931 Cedar Blvd #216,Newark,CA,94560,598000,2,2.0,MURIETTA,1071,,1985
Single Family Residential,848 Jackson St,San Jose,CA,95112,999000,2,1.0,DOWNTOWN,758,3060,1920
Single Family Residential,2525 Mardell Way,Mountain View,CA,94043,2380000,3,2.0,MOUNTAIN VIEW,1589,5376,1958
Single Family Residential,457 Valley St,San Francisco,CA,94131,4750000,4,4.0,SF District 5,,2848,1911
Townhouse,43886 Paso Pino Cmn,Fremont,CA,94539,1375000,3,2.0,MISSION SAN JOSE,1431,8301,2012
Single Family Residential,125 Nimitz Ave,Redwood City,CA,94061,1598000,2,2.0,REDWOOD CITY,1391,5150,1948
Condo/Co-op,308 Torrey Pine Ter #609,Sunnyvale,CA,94086,1573880,2,2.0,Sunnyvale,1468,,2024
Single Family Residential,1339 Terra Vista Ct,Milpitas,CA,95035,2950000,0,,MILPITAS,6000,60548,2024
Mobile/Manufactured Home,510 Saddlebrook Dr #74,San Jose,CA,95136,499900,3,2.0,SAN JOSE,1242,,2024
Condo/Co-op,1 Steuart Ln #803,San Francisco,CA,94105,3695000,2,2.0,SF District 9,1834,,
Multi-Family (2-4 Unit),1171 Locust St,San Jose,CA,95110,995000,4,2.0,SAN JOSE,1816,5535,1972
Single Family Residential,407 Silver Ave,San Francisco,CA,94112,1099000,5,3.0,SF District 10,2076,2718,1924
Single Family Residential,1010 Ingerson Ave,San Francisco,CA,94124,998000,4,4.0,SF District 10,2495,2500,1908
Single Family Residential,1135 Chapman St,San Jose,CA,95126,2084900,3,2.5,Santa Clara,2162,12197,1937
Mobile/Manufactured Home,1225 Vienna Dr #731,Sunnyvale,CA,94089,359000,2,3.0,SUNNYVALE,1624,,2022
Single Family Residential,1125 Sherman St,San Jose,CA,95110,999000,3,2.5,San Jose,1135,4824,1906
Single Family Residential,43667 Southerland Way,Fremont,CA,94539,2550000,4,3.0,INVERNESS RIDGE,2308,8957,1988
Multi-Family (2-4 Unit),2427 Turk Blvd,San Francisco,CA,94118,2299000,3,3.5,SF District 1,4022,,1939
Single Family Residential,36391 Cedar Blvd,Newark,CA,94560,1299000,4,2.0,NEWARK,1360,6111,1962
Condo/Co-op,300 3rd St #918,San Francisco,CA,94107,995000,2,2.0,SF District 9,1387,48941,1990
Single Family Residential,6202 Cahalan Ave,San Jose,CA,95123,1499000,4,2.0,San Jose,1611,6825,1973
Condo/Co-op,400 Siam Trl #9,Sunnyvale,CA,94089,1303958,2,2.0,Sunnyvale,1185,,2025
Condo/Co-op,1591 Jackson St #302,San Francisco,CA,94109,899000,1,1.0,SF District 8,967,14963,1986
Townhouse,222 Verona Ct,Milpitas,CA,95035,909990,2,2.0,Milpitas,1067,,
Single Family Residential,1435 Old Piedmont Rd,San Jose,CA,95132,1788000,4,2.0,San Jose,1743,10080,1979
Condo/Co-op,940 Kiely Blvd Unit H,Santa Clara,CA,95051,619000,2,1.0,Santa Clara,882,,1971
Multi-Family (2-4 Unit),750 Calla Dr,Sunnyvale,CA,94086,2150000,8,4.0,SUNNYVALE,3328,8000,1964
Condo/Co-op,Plan 6 Plan,Sunnyvale,CA,94089,1804990,3,3.5,Sunnyvale,1844,,
Condo/Co-op,1 Baldwin Ave #815,San Mateo,CA,94401,139000,1,1.0,SAN MATEO,800,,1988
Single Family Residential,94 Sussex St,San Francisco,CA,94131,1499000,2,2.0,SF District 5,1849,3410,1900
Townhouse,35496 Monterra Cir,Union City,CA,94587,699000,2,2.0,ALAMEDA,1015,1015,2001
Other,1501-1519 Polk St,San Francisco,CA,94109,9300000,8,,SF District 8,23890,6952,1914
Single Family Residential,682 Colleen Dr,San Jose,CA,95123,1969000,4,3.0,SAN JOSE,2482,9453,1978
Single Family Residential,33712 14th St,Union City,CA,94587,999888,3,1.5,ALAMEDA COUNTY,814,4978,1914
Single Family Residential,1802 Funston Ave,San Francisco,CA,94116,1995000,3,2.5,SF District 2,2835,2800,1968
Single Family Residential,660 Cambridge Rd,Redwood City,CA,94061,2498000,4,3.0,REDWOOD CITY,1980,12300,1960
Single Family Residential,4420 Bidwell Dr,Fremont,CA,94538,1299000,4,2.0,SUNDALE,1427,6600,1963
Single Family Residential,74 N 26th St,San Jose,CA,95116,795000,2,1.0,SAN JOSE,651,5040,1949
Condo/Co-op,Kenai Plan,Milpitas,CA,95035,1503995,4,3.5,Milpitas,1882,,
Single Family Residential,30 Winter Pl,San Francisco,CA,94133,2498000,3,2.5,SF District 8,1625,569,1912
Multi-Family (2-4 Unit),324 N 3rd St,San Jose,CA,95112,1595000,6,4.0,SAN JOSE,3400,5980,1910
Condo/Co-op,455 Vallejo St #105,San Francisco,CA,94133,850000,1,1.0,SF District 8,825,20344,1973
Condo/Co-op,2033 Leavenworth St Unit D,San Francisco,CA,94133,1838000,2,2.0,SAN FRANCISCO,1400,3977,1925
Condo/Co-op,2201 Monroe St #605,Santa Clara,CA,95050,639000,2,1.0,SANTA CLARA,853,,1978
Townhouse,Plan TA Plan,Cupertino,CA,95014,2606990,4,3.5,Cupertino,2091,,
Condo/Co-op,410 Auburn Way #2,San Jose,CA,95129,649800,2,1.5,SAN JOSE,1099,,1970
Condo/Co-op,Plan 1A Plan,Sunnyvale,CA,94089,1294990,2,2.0,Sunnyvale,1185,,
Vacant Land,38239 Fremont Blvd,Fremont,CA,94536,3900000,,,Fremont,22891,22891,
Townhouse,Plan A Plan,San Mateo,CA,94403,2034990,4,3.5,San Mateo,2150,,
Condo/Co-op,2857 S Bascom Ave #105,Campbell,CA,95008,725000,2,2.0,Campbell,841,841,1984
Condo/Co-op,875 California St #605,San Francisco,CA,94108,1895000,2,2.0,SF District 8,1212,,2020
Single Family Residential,1067 Scott Blvd,Santa Clara,CA,95050,1538888,3,1.0,SANTA CLARA,1319,7440,1953
Condo/Co-op,60 Rausch St #401,San Francisco,CA,94103,1395000,3,2.5,SF District 9,1703,16836,2002
Multi-Family (2-4 Unit),2237-2239 Pine St,San Francisco,CA,94115,1800000,5,3.0,SF District 6,2638,1663,1887
Condo/Co-op,504 Mendocino Way,Redwood City,CA,94065,1397000,3,2.5,Redwood City,1733,1178,1989
Multi-Family (5+ Unit),3564 17th St,San Francisco,CA,94110,1495000,6,,SF District 5,4344,3441,1921
Mobile/Manufactured Home,270 Umbarger Rd #69,San Jose,CA,95111,340000,4,2.0,SAN JOSE,1284,,2002
Single Family Residential,4164 Wilkie Way,Palo Alto,CA,94306,2595000,3,2.0,PALO ALTO,1596,6160,1950
Townhouse,658 Praderia Cir,Fremont,CA,94539,1427888,2,2.5,MISSION SAN JOSE,1656,3150,1988
Single Family Residential,Meridian at McClellan Unit 1 Plan,Cupertino,CA,95014,5100000,5,4.5,Cupertino,3867,,
Condo/Co-op,1 Baldwin Ave #517,San Mateo,CA,94401,600000,2,2.0,SAN MATEO,1429,86325,1988
Condo/Co-op,30 Quickstep Ln #6,San Francisco,CA,94115,599000,3,2.0,SF District 6,,,1963
Vacant Land,,Fremont,CA,94538,399000,,,,3000,3000,
Condo/Co-op,415 De Haro St #302,San Francisco,CA,94107,975000,1,1.0,SF District 9,889,127352,2014
Single Family Residential,Aro Homes Plan 1 Plan,Redwood City,CA,94062,3450000,5,3.0,Redwood City,2700,,
Mobile/Manufactured Home,1201 Sycamore Ter #122,Sunnyvale,CA,94086,199999,2,1.0,SUNNYVALE,840,,1997
Single Family Residential,4407 Hendrix Ct,San Jose,CA,95124,1788000,3,2.0,SAN JOSE,1512,6000,1973
Vacant Land,0 Swett Rd,Woodside,CA,94062,299000,,,WOODSIDE,,46000,
Condo/Co-op,333 Santana Row #239,San Jose,CA,95128,1299888,2,2.0,SAN JOSE,1400,,2002
Single Family Residential,2806 Centerwood Ct,San Jose,CA,95148,1549888,4,2.0,EVERGREEN,1470,7296,1982
Condo/Co-op,101 Alma St #1003,Palo Alto,CA,94301,1719000,2,2.0,PALO ALTO,1457,,1960
Multi-Family (2-4 Unit),32-34 Ashbury St,San Francisco,CA,94117,1650000,4,2.0,SF District 6,3770,2495,1922
Condo/Co-op,1 Steuart Ln #507,San Francisco,CA,94105,1250000,1,1.0,SF District 9,917,20416,2021
Single Family Residential,112 Bayview Cir,San Francisco,CA,94124,995000,3,2.0,SF District 10,1594,5262,1986
Single Family Residential,32728 Shaver Lake St,Fremont,CA,94555,1938000,4,2.5,FREMONT,1889,5415,1977
Single Family Residential,1235 N Bascom Ave,San Jose,CA,95128,1628000,4,2.0,SAN JOSE,1608,7500,1948
Single Family Residential,106 Scotia Ave,San Francisco,CA,94124,1299000,3,2.0,SF District 10,1300,3001,1940
Condo/Co-op,220 Lombard St #317,San Francisco,CA,94111,810000,1,1.0,SF District 8,880,50189,1992
Single Family Residential,1458 Kings Ln,Palo Alto,CA,94303,6580000,4,4.5,Palo Alto,2884,,2024
Condo/Co-op,37248 Meadowbrook Cmn #102,Fremont,CA,94536,399000,1,1.0,CENTERVILLE,736,736,1984
Townhouse,2243 Armada Way,San Mateo,CA,94404,998800,2,2.5,SAN MATEO,1200,,1979
Multi-Family (2-4 Unit),527 Hazel Dell Way,San Jose,CA,95129,1898000,4,2.0,San Jose,1838,6060,1960
Condo/Co-op,1 Baldwin Ave #317,San Mateo,CA,94401,599000,2,2.0,SAN MATEO,1429,,1988
Multi-Family (2-4 Unit),38 Broderick St,San Francisco,CA,94117,3498000,12,4.0,SF District 5,5330,2066,1900
Condo/Co-op,1001 Pine St #911,San Francisco,CA,94109,449000,0,1.0,SF District 8,450,18906,1964
Single Family Residential,350 Portola Dr,San Mateo,CA,94403,2795000,3,2.0,SAN MATEO,2025,6218,1940
Condo/Co-op,1 Baldwin Ave #410,San Mateo,CA,94401,299000,2,2.0,SAN MATEO,1300,,1988
Condo/Co-op,1512 25th St,San Francisco,CA,94107,795000,1,1.0,SF District 9,955,5153,1900
Condo/Co-op,401 Crescent Ct #4301,San Francisco,CA,94134,528000,1,1.0,SAN FRANCISCO,807,,2007
Single Family Residential,5485 Sierra Rd,San Jose,CA,95132,1598000,3,2.0,San Jose,1658,225205,1988
Single Family Residential,1795 Bermuda Way,San Jose,CA,95122,999000,3,1.0,SAN JOSE,960,5356,1959
Townhouse,44903 Bandwidth Cmn #1008,Fremont,CA,94538,1183880,2,2.5,Fremont,1329,,2024
Condo/Co-op,672 Corbett Ave Unit A,San Francisco,CA,94114,1098888,2,2.5,SF District 5,1400,3506,1988
Condo/Co-op,205 Fairway Glen Ln,San Jose,CA,95139,950000,3,2.0,SAN JOSE,1640,,1971
Single Family Residential,215 El Camino Del Mar,San Francisco,CA,94121,2795000,3,2.0,SF District 1,2160,2500,1905
Condo/Co-op,1001 E Evelyn Ter #148,Sunnyvale,CA,94086,650000,2,1.0,SUNNYVALE,822,,1977
Townhouse,542 Santa Maria Ter #5,Sunnyvale,CA,94085,2200000,4,3.5,SUNNYVALE,1960,1284,2018
Condo/Co-op,1647 18th St,San Francisco,CA,94107,550915,1,1.5,SF District 9,778,45942,1995
Multi-Family (2-4 Unit),676-680 Colorado Ave,Palo Alto,CA,94306,2689900,4,3.5,Palo Alto,1400,5350,1948
Multi-Family (2-4 Unit),2808 Devonshire Ave,Redwood City,CA,94063,899000,2,2.0,REDWOOD CITY,1134,3800,1951
Condo/Co-op,201 Harrison St #910,San Francisco,CA,94105,899000,1,1.0,SF District 9,661,38450,1991
Condo/Co-op,979 Gilchrist Dr #1,San Jose,CA,95133,549000,2,1.0,SAN JOSE,810,,1971
Single Family Residential,249 Topaz Way,San Francisco,CA,94131,1475000,3,2.5,SF District 4,2487,2718,1972
Condo/Co-op,308 Torrey Pine Ter #307,Sunnyvale,CA,94086,929143,1,1.0,Sunnyvale,966,,2025
Condo/Co-op,1 Baldwin Ave #816,San Mateo,CA,94401,279000,2,2.0,SAN MATEO,1100,,1988
Townhouse,384 Faxon Ave #10,San Francisco,CA,94112,798000,2,2.0,SF District 3,1263,62322,1985
Condo/Co-op,314 Grant Ave,Palo Alto,CA,94306,1050000,2,1.0,PALO ALTO,928,,1983
Condo/Co-op,480 Mission Bay Blvd #318,San Francisco,CA,94158,1549000,2,2.0,SF District 9,1357,122891,2012
Single Family Residential,407 Teresita Blvd,San Francisco,CA,94127,1475000,2,3.0,SAN FRANCISCO,1661,2565,1938
Mobile/Manufactured Home,552 Millpond Dr #552,San Jose,CA,95125,349900,3,2.0,SAN JOSE,1440,,1977
Townhouse,158 Quincy Ter,Fremont,CA,94536,1219900,3,2.5,Fremont,1407,,2025
Condo/Co-op,1853 Almaden Rd #210,San Jose,CA,95125,739800,2,2.0,SAN JOSE,1003,,2024
Townhouse,Plan 6 Plan,Mountain View,CA,94040,1522990,2,2.5,Mountain View,1125,,
Condo/Co-op,4388 El Camino Real #338,Los Altos,CA,94022,815000,1,1.0,Los Altos,787,763,2009
Condo/Co-op,Plan 5 Plan,Sunnyvale,CA,94089,1749990,3,2.5,Sunnyvale,1741,,
Mobile/Manufactured Home,1850 Evans Ln #81,San Jose,CA,95125,199000,1,1.0,SAN JOSE,532,,1984
Single Family Residential,1950 24th Ave,San Francisco,CA,94116,995000,2,1.0,SF District 2,800,2178,1942
Townhouse,Vida Plan 2 Plan,Sunnyvale,CA,94087,1472000,3,2.0,Sunnyvale,1415,,
Single Family Residential,32 Nebraska St,San Francisco,CA,94110,1195000,2,2.0,SF District 9,1172,2495,1926
Single Family Residential,727 S Almaden Ave,San Jose,CA,95110,899900,3,2.0,SAN JOSE,904,4425,1890
Single Family Residential,2100 Castillejo Way,Fremont,CA,94539,2898000,5,2.5,MISSION FREMONT,2633,8477,1979
Mobile/Manufactured Home,1085 Tasman Dr #582,Sunnyvale,CA,94089,345000,3,2.0,SUNNYVALE,1507,,1994
Condo/Co-op,980 Kiely Blvd #215,Santa Clara,CA,95051,409888,1,1.0,SANTA CLARA,622,,1971
Single Family Residential,3282 Victoria Ave,Santa Clara,CA,95051,1700000,3,2.0,SANTA CLARA,1080,5400,1954
Condo/Co-op,5407 Diamond Heights Blvd #1,San Francisco,CA,94131,799000,2,1.0,SF District 5,840,6510,1970
Vacant Land,0 Longfellow Dr,Belmont,CA,94002,675000,,,BELMONT,,10480,
Single Family Residential,366 Alvarez Cmn,Milpitas,CA,95035,1550000,3,2.5,Milpitas,1804,1487,2006
Condo/Co-op,31 Camp St Unit B,San Francisco,CA,94110,1049000,2,1.0,SF District 5,946,3476,1909
Townhouse,478 Marble Arch Ave,San Jose,CA,95136,1198888,3,2.5,SAN JOSE,1983,776,2000
Condo/Co-op,870 Fremont St #106,Santa Clara,CA,95050,998000,2,2.5,SANTA CLARA,1408,610,1980
Condo/Co-op,3334 Clay St,San Francisco,CA,94118,1695000,3,2.5,SF District 7,2150,5107,1908
Townhouse,1009 Jena Ter,Sunnyvale,CA,94089,1688000,4,3.5,SUNNYVALE,1725,1454,2007
Mobile/Manufactured Home,2150 Monterey Hwy #96,San Jose,CA,95112,389000,3,2.0,SAN JOSE,927,,2024
Townhouse,397 Don Basillo Way,San Jose,CA,95123,598000,2,1.5,SAN JOSE,950,740,1970
Single Family Residential,4400 Inyo Ct,Fremont,CA,94538,1650000,5,2.0,SUNDALE,1948,6590,1961
Vacant Land,5 El Vanada Rd,Redwood City,CA,94062,1475000,,,REDWOOD CITY,,57343,
Condo/Co-op,21402 Dana Point Ln #45,Cupertino,CA,95014,1987990,3,3.0,CUPERTINO,1596,,2024
Condo/Co-op,72 Townsend St #902,San Francisco,CA,94107,2695000,2,2.0,SF District 9,1722,29307,2015
Multi-Family (2-4 Unit),197-199 21st Ave,San Francisco,CA,94121,1695000,4,2.0,SF District 1,2760,1707,1915
Single Family Residential,675 Victoria St,San Francisco,CA,94127,1788000,4,3.0,SF District 4,2213,5362,1924
Single Family Residential,1851 21st Ave,San Francisco,CA,94122,2650000,5,6.5,SAN FRANCISCO,4090,3598,1917
Single Family Residential,1136 Idaho St,San Jose,CA,95126,1999999,4,3.0,SAN JOSE,3086,5000,1990
Single Family Residential,317 Dale Dr,San Jose,CA,95127,999000,3,2.0,SAN JOSE,1368,8162,1947
Condo/Co-op,276 Galano Plz,Union City,CA,94587,585000,2,2.0,MISSION VILLAGE,880,50943,1985
Multi-Family (5+ Unit),527 E Taylor Ave,Sunnyvale,CA,94085,2995000,9,8.0,SUNNYVALE,4308,12144,1957
Condo/Co-op,49080 Meadowfaire Cmn #304,Fremont,CA,94539,849500,2,2.0,MAYFAIR PARK,1114,17874,2004
Condo/Co-op,188 Minna St Unit 36D,San Francisco,CA,94105,3400000,2,2.5,SF District 9,1792,33057,2005
Mobile/Manufactured Home,433 Sylvan Ave #84,Mountain View,CA,94041,349900,2,2.0,MOUNTAIN VIEW,1456,,1992
Single Family Residential,939 Tennyson Ln,San Jose,CA,95116,900000,3,2.0,SAN JOSE,1120,5200,1960
Single Family Residential,1033 Marilyn Dr,Mountain View,CA,94040,5230000,4,3.5,MOUNTAIN VIEW,2959,10539,2025
Single Family Residential,3319 Mount Vista Dr,San Jose,CA,95127,1298000,4,2.0,SAN JOSE,1467,5000,1960
Townhouse,707 Webster St,Palo Alto,CA,94301,1888000,2,2.5,Palo Alto,1392,700,1977
Townhouse,43147 Washington Cmn,Fremont,CA,94539,1100121,3,1.5,MISSION AREA,1207,1064,1970
Condo/Co-op,301 Crescent Ct #3411,San Francisco,CA,94134,549000,1,1.0,SF District 10,802,114415,2007
Single Family Residential,233 Ryder St,San Mateo,CA,94401,1350000,3,1.0,SAN MATEO,1150,7380,1948
Mobile/Manufactured Home,162 Quail Hollow Dr #162,San Jose,CA,95128,459900,3,2.0,SAN JOSE,1891,,2007
Vacant Land,"0 Foothill Dr, Parcel 1, Lot 32",San Jose,CA,95123,749000,,,SAN JOSE,
Vacant Land,44525 Vista Grande Ct,Fremont,CA,94539,3000000,,,Fremont,26036,26036,
Single Family Residential,49 S 20th St,San Jose,CA,95116,1650000,5,3.5,CENTRAL SAN JOSE,2328,5850,2022
Single Family Residential,1239 E San Fernando St,San Jose,CA,95116,1290000,3,2.0,San Jose,1301,8220,1920
Mobile/Manufactured Home,1225 Vienna Dr #214,Sunnyvale,CA,94089,250000,3,2.0,SUNNYVALE,1740,,2000
Condo/Co-op,39935 Parada St Unit B,Newark,CA,94560,699000,2,2.0,waterfdnrt,1301,,1984
Condo/Co-op,135 Red Rock Way Unit 306L,San Francisco,CA,94131,475000,0,1.0,SF District 4,474,6960,1972
Condo/Co-op,135 Red Rock Way Unit 203L,San Francisco,CA,94131,525000,0,1.0,SF District 4,592,6960,1972
Townhouse,Plan 4D Plan,Mountain View,CA,94040,2039990,4,3.5,Mountain View,1749,,
Condo/Co-op,1031 Crestview Dr #108,Mountain View,CA,94040,629000,1,1.0,MOUNTAIN VIEW,855,946,1969
Vacant Land,0 Palomar Dr,Redwood City,CA,94062,598888,,,REDWOOD CITY,,9020,
Condo/Co-op,1850 El Camino Real #321,Santa Clara,CA,95050,1278000,3,2.0,SANTA CLARA,1330,,2022
Single Family Residential,332 Grandpark Cir,San Jose,CA,95136,1480000,4,2.0,SAN JOSE,1466,5500,1968
Townhouse,15 Havenridge Ct,San Mateo,CA,94402,1498000,3,2.5,SAN MATEO,1780,1846,1977
Single Family Residential,37877 Blacow Rd,Fremont,CA,94536,1599900,3,2.0,GLENMOOR,1615,7418,1958
Condo/Co-op,1730 Halford Ave #243,Santa Clara,CA,95051,625000,2,2.0,Santa Clara,983,,1970
Mobile/Manufactured Home,"1225 Vienna Drive, #727 Plan",Sunnyvale,CA,94089,324900,2,3.0,Sunnyvale,1560,
Single Family Residential,1566 Larkspur Dr,San Jose,CA,95125,4035000,5,4.5,San Jose,3811,9517,2025
Single Family Residential,1902 Baylor St,Union City,CA,94587,1488888,5,3.0,ALVARADO NILES,1841,6300,1960
