SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2670 21st St,San Francisco,CA,94110,1995000,0,1.0,SF District 9,2000,2321,1900,1,998,,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/2670-21st-St-94110/home/1176083,San Francisco MLS,425003102,N,Y,37.7578756,-122.4083749
MLS Listing,,Condo/Co-op,3136 Fulton St #3,San Francisco,CA,94118,1395000,4,2.5,SF District 1,1793,2906,2001,1,778,407,Active,January-19-2025 01:00 PM,January-19-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/3136-Fulton-St-94118/unit-3/home/1473867,San Francisco MLS,425002562,N,Y,37.7736806,-122.4655344
MLS Listing,,Condo/Co-op,1591 Jackson St #302,San Francisco,CA,94109,899000,1,1.0,SF District 8,967,14963,1986,1,930,945,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1591-Jackson-St-94109/unit-302/home/566549,San Francisco MLS,425004018,N,Y,37.7939575,-122.4210895
MLS Listing,,Single Family Residential,763 Haight St,San Francisco,CA,94117,899000,3,1.5,SF District 6,,3436,1900,1,,405,Active,January-19-2025 01:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/763-Haight-St-94117/Rear/home/170560389,San Francisco MLS,425002930,N,Y,37.7714216,-122.4347581
MLS Listing,,Single Family Residential,310 Colon Ave,San Francisco,CA,94127,1895000,3,2.0,SF District 4,1555,5000,1925,1,1219,2,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/310-Colon-Ave-94127/home/690887,San Francisco MLS,425003979,N,Y,37.7315799,-122.4564325
MLS Listing,,Condo/Co-op,3065 Clay St #301,San Francisco,CA,94115,1149000,1,1.0,SF District 7,,,1926,1,,570,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/3065-Clay-St-94115/unit-301/home/148058545,San Francisco MLS,425003865,N,Y,37.78932,-122.4434195
MLS Listing,,Condo/Co-op,1500 Francisco St #11,San Francisco,CA,94123,1995000,3,2.0,SF District 7,1787,4771,1924,1,1116,,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1500-Francisco-St-94123/unit-11/home/557037,San Francisco MLS,425002033,N,Y,37.802719,-122.4301799
MLS Listing,,Condo/Co-op,670 10th Ave,San Francisco,CA,94118,1200000,2,1.0,699 - Not Defined,1438,3033,1921,1,834,,Active,,,https://www.redfin.com/CA/San-Francisco/670-10th-Ave-94118/home/45441947,CRMLS,PW25010307,N,Y,37.7757919,-122.4680815
MLS Listing,,Multi-Family (5+ Unit),1950 Jones St,San Francisco,CA,94133,5250000,12,4.0,SF District 8,6188,2766,1908,1,848,,Active,,,https://www.redfin.com/CA/San-Francisco/1950-Jones-St-94133/home/540427,San Francisco MLS,424080967,N,Y,37.7992979,-122.4155231
MLS Listing,,Condo/Co-op,1050 North Point St #804,San Francisco,CA,94109,695000,1,1.0,SF District 8,735,26401,,1,946,1368,Active,,,https://www.redfin.com/CA/San-Francisco/1050-N-Point-St-94109/unit-804/home/12400972,San Francisco MLS,425003351,N,Y,37.8053959,-122.4248482
MLS Listing,,Single Family Residential,234 Monterey Blvd,San Francisco,CA,94131,995000,2,1.0,SF District 4,1356,3240,1954,1,734,,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/234-Monterey-Blvd-94131/home/1257571,San Francisco MLS,425003996,N,Y,37.7317995,-122.440695
MLS Listing,,Condo/Co-op,1301 Indiana St #204,San Francisco,CA,94107,1159000,3,2.0,SF District 9,1450,20897,2012,1,799,657,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1301-Indiana-St-94107/unit-204/home/52055524,San Francisco MLS,425002343,N,Y,37.7540437,-122.3905769
MLS Listing,,Single Family Residential,127 Putnam St,San Francisco,CA,94110,1159000,3,2.0,SF District 9,1525,1751,1962,1,760,,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/127-Putnam-St-94110/home/763839,San Francisco MLS,425002341,N,Y,37.7377957,-122.4107991
MLS Listing,,Condo/Co-op,1101-1103 Dolores St,San Francisco,CA,94110,4690000,6,,SF District 5,4040,2500,1906,1,1161,,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1101-Dolores-St-94110/unit-1103/home/1843078,San Francisco MLS,425003896,N,Y,37.7517444,-122.4249161
MLS Listing,,Condo/Co-op,555 4th St #527,San Francisco,CA,94107,989000,2,2.0,SAN FRANCISCO,1113,63237,2006,1,889,772,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-527/home/22887284,MLSListings,ML81990799,N,Y,37.7791187,-122.3971826
MLS Listing,,Condo/Co-op,1101 Dolores St,San Francisco,CA,94110,1795000,3,2.0,SF District 5,1695,2500,1906,1,1059,275,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1101-Dolores-St-94110/home/12509864,San Francisco MLS,425003878,N,Y,37.751734385,-122.4249136
MLS Listing,,Condo/Co-op,1103 Dolores St,San Francisco,CA,94110,2895000,3,3.5,SF District 5,2345,2500,1900,1,1235,290,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1103-Dolores-St-94110/home/12509865,San Francisco MLS,425003892,N,Y,37.7517604,-122.4248482
MLS Listing,,Condo/Co-op,804 Balboa St,San Francisco,CA,94122,1895000,3,1.5,SF District 1,1650,2375,1910,1,1148,350,Active,January-18-2025 01:00 PM,January-18-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/804-Balboa-St-94118/home/1877754,San Francisco MLS,425002759,N,Y,37.7772284,-122.4675169
MLS Listing,,Condo/Co-op,1000 3rd St #513,San Francisco,CA,94158,1198000,2,2.0,SF District 9,,,2018,1,,985,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-513/home/194343991,San Francisco MLS,425000386,N,Y,37.7755871,-122.3904939
MLS Listing,,Condo/Co-op,2412 Harrison St #214,San Francisco,CA,94110,1249000,2,2.0,SF District 9,1513,15313,2002,1,826,797,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/2412-Harrison-St-94110/unit-214/home/1320888,San Francisco MLS,424083953,N,Y,37.7585658,-122.4129303
MLS Listing,,Single Family Residential,,San Francisco,CA,94121,2295000,4,2.5,,,4513,1941,1,,,Active,January-18-2025 11:00 AM,January-18-2025 01:00 PM,https://www.redfin.com/CA/San-Francisco/Undisclosed-address-94121/home/1385357,San Francisco MLS,425003536,N,Y,37.7755325,-122.4895459
MLS Listing,,Multi-Family (2-4 Unit),3024-3028 California St,San Francisco,CA,94115,2495000,7,5.0,SF District 7,3730,3192,1890,1,669,,Active,,,https://www.redfin.com/CA/San-Francisco/3024-California-St-94115/home/193255197,San Francisco MLS,425003548,N,Y,37.7878281,-122.4443447
MLS Listing,,Single Family Residential,334 Bowdoin St,San Francisco,CA,94134,1099000,2,1.0,SF District 10,1350,2550,1931,1,814,,Active,January-18-2025 02:00 PM,January-18-2025 05:00 PM,https://www.redfin.com/CA/San-Francisco/334-Bowdoin-St-94134/home/1842435,San Francisco MLS,425002186,N,Y,37.7303179,-122.4129197
MLS Listing,,Condo/Co-op,301 Arlington St,San Francisco,CA,94131,799000,2,1.0,SF District 5,999,1454,1910,1,800,302,Active,January-19-2025 01:00 PM,January-19-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/301-Arlington-St-94131/home/1448892,San Francisco MLS,425003913,N,Y,37.7365291,-122.427182
MLS Listing,,Townhouse,384 Faxon Ave #10,San Francisco,CA,94112,798000,2,2.0,SF District 3,1263,62322,1985,1,632,350,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/384-Faxon-Ave-94112/unit-10/home/1046399,San Francisco MLS,425003571,N,Y,37.7215453,-122.4598506
MLS Listing,,Single Family Residential,3535 Mission St Unit B,San Francisco,CA,94110,849000,3,1.0,SF District 9,1380,2626,1915,1,615,,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/3535-Mission-St-94110/unit-B/home/194340109,San Francisco MLS,425002658,N,Y,37.7402708,-122.4230675
MLS Listing,,Condo/Co-op,300 3rd St #1105,San Francisco,CA,94107,775000,1,1.0,SF District 9,807,48941,1990,1,960,846,Active,January-19-2025 01:00 PM,January-19-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-1105/home/720581,San Francisco MLS,424067835,N,Y,37.7836048,-122.3989583
MLS Listing,,Single Family Residential,1455 Palou Ave,San Francisco,CA,94124,829000,3,2.0,SF District 10,1025,2495,1954,1,809,,Active,January-18-2025 12:00 PM,January-18-2025 02:00 PM,https://www.redfin.com/CA/San-Francisco/1455-Palou-Ave-94124/home/747681,San Francisco MLS,424103584,N,Y,37.7323166,-122.3883611
MLS Listing,,Condo/Co-op,1201 California St #205,San Francisco,CA,94109,835000,1,1.0,SF District 8,936,14165,,1,892,1115,Active,,,https://www.redfin.com/CA/San-Francisco/1201-California-St-94109/unit-205/home/12400169,San Francisco MLS,424079377,N,Y,37.790957,-122.4143844
MLS Listing,,Condo/Co-op,101 Telegraph Hill Blvd Unit A,San Francisco,CA,94133,2700000,2,2.0,SF District 8,1538,7487,1940,1,1756,739,Active,,,https://www.redfin.com/CA/San-Francisco/101-Telegraph-Hill-Blvd-94133/unit-A/home/1658252,San Francisco MLS,425003641,N,Y,37.8017712,-122.4054745
MLS Listing,,Single Family Residential,1236 Wisconsin St,San Francisco,CA,94107,895000,3,2.0,SF District 9,956,,1984,1,936,300,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1236-Wisconsin-St-94107/home/1004857,San Francisco MLS,425001764,N,Y,37.75148,-122.398605
MLS Listing,,Condo/Co-op,2341 Franklin St #2,San Francisco,CA,94123,1095000,2,1.0,SF District 7,1306,3285,1927,1,838,595,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/2341-Franklin-St-94123/unit-2/home/2003188,San Francisco MLS,425003861,N,Y,37.7961068,-122.4254696
MLS Listing,,Single Family Residential,119 Oxford St,San Francisco,CA,94134,1080000,3,2.0,BALBOA,1413,2375,1928,1,764,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/119-Oxford-St-94134/home/773855,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082745,N,Y,37.7283405,-122.420108
MLS Listing,,Condo/Co-op,1388 Gough St #402,San Francisco,CA,94109,949000,2,2.0,SAN FRANCISCO,1187,,1993,1,799,1655,Active,January-19-2025 01:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1388-Post-St-94109/unit-402/home/2023480,MLSListings,ML81990748,N,Y,37.78595,-122.424447
MLS Listing,,Multi-Family (2-4 Unit),197-199 21st Ave,San Francisco,CA,94121,1695000,4,2.0,SF District 1,2760,1707,1915,1,614,,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/197-199-21st-Ave-94121/home/194339800,San Francisco MLS,425002945,N,Y,37.784231,-122.480933
MLS Listing,,Condo/Co-op,708 Long Bridge St #207,San Francisco,CA,94158,1598000,2,2.0,SF District 9,1475,84867,2016,1,1083,1483,Active,,,https://www.redfin.com/CA/San-Francisco/708-Long-Bridge-St-94158/unit-207/home/110052788,San Francisco MLS,425000640,N,Y,37.772094,-122.393719
MLS Listing,,Single Family Residential,457 Valley St,San Francisco,CA,94131,4750000,4,4.0,SF District 5,,2848,1911,1,,,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/457-Valley-St-94131/home/2022506,San Francisco MLS,425003637,N,Y,37.743911,-122.432387
MLS Listing,,Condo/Co-op,960 Market St #718,San Francisco,CA,94102,415000,0,1.0,SF District 8,365,,,1,1137,659,Active,,,https://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-718/home/182097577,San Francisco MLS,425003874,N,Y,37.7831083,-122.4095258
MLS Listing,,Multi-Family (2-4 Unit),418 Central Ave,San Francisco,CA,94117,1998000,6,3.0,San Francisco,2919,2029,1900,1,684,,Active,,,https://www.redfin.com/CA/San-Francisco/418-Central-Ave-94117/home/1146183,CRMLS,OC25011772,N,Y,37.773584,-122.444025
MLS Listing,,Condo/Co-op,31 Camp St Unit B,San Francisco,CA,94110,1049000,2,1.0,SF District 5,946,3476,1909,1,1109,290,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/31-Camp-St-94110/unit-B/home/177204998,San Francisco MLS,425002896,N,Y,37.763764,-122.423323
MLS Listing,,Single Family Residential,2507 30th Ave,San Francisco,CA,94116,1498000,4,3.5,SF District 2,2250,2374,1927,1,666,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/2507-30th-Ave-94116/home/1741144,San Francisco MLS,425002642,N,Y,37.7404516,-122.487618
MLS Listing,,Single Family Residential,57 Seville St,San Francisco,CA,94112,949000,2,1.0,SF District 10,1146,2692,1924,1,828,,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/57-Seville-St-94112/home/1354176,San Francisco MLS,425002857,N,Y,37.711716,-122.434739
MLS Listing,,Condo/Co-op,631 Ofarrell St #2101,San Francisco,CA,94109,3250000,3,3.5,SF District 8,3545,18438,1930,1,917,7159,Active,,,https://www.redfin.com/CA/San-Francisco/631-Ofarrell-St-94109/unit-2101/home/555968,San Francisco MLS,425003802,N,Y,37.785248,-122.4151803
MLS Listing,,Single Family Residential,134 Staples Ave,San Francisco,CA,94112,1249000,2,2.0,SF District 4,1370,2813,1924,1,912,,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/134-Staples-Ave-94112/home/1773726,San Francisco MLS,425003759,N,Y,37.729279,-122.4451535
MLS Listing,,Condo/Co-op,1 Steuart Ln #310,San Francisco,CA,94105,5395000,3,2.5,SF District 9,2278,,2021,1,2368,3250,Active,January-18-2025 12:00 PM,January-18-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/1-Steuart-Ln-94105/unit-310/home/194337320,San Francisco MLS,425003769,N,Y,37.7916697,-122.3914327
MLS Listing,,Condo/Co-op,3344 21st St,San Francisco,CA,94110,1399000,3,1.5,SAN FRANCISCO,1543,,1904,1,907,250,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/3344-21st-St-94110/home/12277651,MLSListings,ML81990709,N,Y,37.757087,-122.422138
MLS Listing,,Multi-Family (2-4 Unit),571 36th Ave,San Francisco,CA,94121,1435000,4,4.0,SF District 1,2900,2996,1960,1,495,,Active,,,https://www.redfin.com/CA/San-Francisco/571-36th-Ave-94121/home/1847226,San Francisco MLS,425003760,N,Y,37.7781827,-122.496661
MLS Listing,,Single Family Residential,96 Huntington Dr,San Francisco,CA,94132,1598000,6,4.0,SF District 3,2120,4299,1953,1,754,,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/96-Huntington-Dr-94132/home/1648083,San Francisco MLS,425000249,N,Y,37.7315527,-122.4964504
MLS Listing,,Multi-Family (5+ Unit),3564 17th St,San Francisco,CA,94110,1495000,6,,SF District 5,4344,3441,1921,1,344,,Active,,,https://www.redfin.com/CA/San-Francisco/3564-17th-St-94110/home/1758653,San Francisco MLS,425003737,N,Y,37.763186,-122.4253082
MLS Listing,,Single Family Residential,590 5th Ave #592,San Francisco,CA,94118,898000,3,1.0,SF District 1,2450,2374,1907,1,367,,Active,,,https://www.redfin.com/CA/San-Francisco/590-5th-Ave-94118/unit-592/home/194335461,San Francisco MLS,425003707,N,Y,37.7775049,-122.4627634
MLS Listing,,Single Family Residential,409 Princeton St,San Francisco,CA,94134,899000,2,1.0,SF District 10,1050,1751,1949,1,856,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/409-Princeton-St-94134/home/776496,San Francisco MLS,425003269,N,Y,37.7246724,-122.4141963
MLS Listing,,Multi-Family (2-4 Unit),1061-63 Kansas,San Francisco,CA,94107,1598000,5,4.0,SAN FRANCISCO,2300,2495,1910,1,695,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1061-Kansas-St-94107/unit-1063/home/2001038,MLSListings,ML81990673,N,Y,37.7562701,-122.4025145
MLS Listing,,Condo/Co-op,1310 Fillmore St #705,San Francisco,CA,94115,739000,1,1.0,SF District 6,827,52938,2007,1,894,913,Active,January-18-2025 11:00 AM,January-18-2025 12:30 PM,https://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-705/home/17306828,San Francisco MLS,425003155,N,Y,37.7816647,-122.4321387
MLS Listing,,Condo/Co-op,600 Alvarado St #4,San Francisco,CA,94114,1785000,3,2.0,SF District 5,1775,4107,1925,1,1006,694,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/600-Alvarado-St-94114/unit-4/home/878468,San Francisco MLS,425002633,N,Y,37.7537997,-122.4346221
